ResultId;AthleteId;RaceId;RaceName;Gender;Birthyear;CountryIso;County;Municipality;Status;ActualStartTime;FinishNetto;Place;PlaceClass;PlaceTotal;_5Km;_10Km;_15Km;_20Km
619354;8276;267;Göteborgsvarvet 2010;M;1980;SWE;HALLAND;VARBERG;FNS; 14:01:27;02:05:19;15571;0;19095;00:25:47;00:55:48;01:27:40;01:58:50
605640;90508;267;Göteborgsvarvet 2010;M;1962;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 13:39:20;01:47:21;5152;0;5708;00:23:11;00:47:17;01:12:52;01:41:13
607594;132174;267;Göteborgsvarvet 2010;F;1956;SWE;VÄRMLAND;KARLSTAD;FNS; 13:50:38;01:54:05;1259;0;9943;00:25:39;00:51:17;01:18:26;01:47:53
619156;191848;267;Göteborgsvarvet 2010;F;1968;SWE;VÄSTMANLAND;NORBERG;FNS; 14:38:16;02:03:06;2968;0;17307;00:28:40;00:57:47;01:27:10;01:57:04
598561;209021;267;Göteborgsvarvet 2010;F;1990;SWE;STOCKHOLM;LIDINGÖ;FNS; 14:24:35;02:19:08;6837;0;28766;00:29:49;01:03:11;01:37:50;02:12:19
595237;55029;267;Göteborgsvarvet 2010;M;1965;SWE;VÄSTRA GÖTALAND;ALINGSÅS;FNS; 14:15:42;01:56:41;10351;0;11970;00:25:09;00:51:57;01:20:45;01:51:08
591136;256161;267;Göteborgsvarvet 2010;M;1957;SWE;VÄSTRA GÖTALAND;LIDKÖPING;FNS; 13:39:14;01:47:42;5314;0;5902;00:23:14;00:47:45;01:13:43;01:41:44
593821;232209;267;Göteborgsvarvet 2010;F;1983;SWE;VÄSTRA GÖTALAND;KUNGÄLV;FNS; 15:35:12;02:54:37;10749;0;37625;00:38:45;01:17:49;02:01:21;02:47:34
596207;56681;267;Göteborgsvarvet 2010;M;1975;SWE;SÖDERMANLAND;VINGÅKER;FNS; 13:30:17;01:22:08;142;0;153;00:18:38;00:37:31;00:57:15;01:17:47
615035;221907;267;Göteborgsvarvet 2010;M;1967;SWE;VÄSTRA GÖTALAND;KUNGÄLV;FNS; 14:03:32;01:49:44;6363;0;7118;00:25:25;00:50:35;01:16:04;01:43:41
904048;220235;267;Göteborgsvarvet 2010;F;1951;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 15:06:55;03:47:08;11157;0;38458;00:49:55;01:43:12;02:37:29;03:34:17
594836;257310;267;Göteborgsvarvet 2010;F;1980;SVN;NULL;NULL;FNS; 15:34:16;02:32:50;9160;0;34340;00:36:36;01:11:39;01:48:07;02:25:35
582653;64626;267;Göteborgsvarvet 2010;M;1949;SWE;VÄSTRA GÖTALAND;ÖCKERÖ;FNS; 13:50:26;01:56:12;10037;0;11597;00:24:38;00:50:34;01:19:00;01:50:00
604982;227784;267;Göteborgsvarvet 2010;M;1963;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 13:57:14;03:28:36;27279;0;38419;00:43:38;01:29:01;02:18:14;03:15:36
571060;36022;267;Göteborgsvarvet 2010;M;1970;SWE;ÖREBRO;ÖREBRO;FNS; 16:00:55;02:08:29;17229;0;21503;00:27:23;00:55:47;01:26:28;02:02:06
554411;48151;267;Göteborgsvarvet 2010;F;1979;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:17:29;02:54:01;10734;0;37593;00:37:09;01:19:42;02:01:49;02:45:17
574228;106424;267;Göteborgsvarvet 2010;M;1977;SWE;VÄSTRA GÖTALAND;MÖLNDAL;FNS; 14:25:22;01:50:23;6718;0;7545;00:27:24;00:52:12;01:18:06;01:45:11
615481;234906;267;Göteborgsvarvet 2010;M;1973;SWE;SKÅNE;HELSINGBORG;FNS; 13:41:33;01:48:50;5869;0;6546;00:23:25;00:47:46;01:15:25;01:42:47
575960;3260;267;Göteborgsvarvet 2010;F;1979;SWE;ÖSTERGÖTLAND;LINKÖPING;FNS; 15:54:13;02:03:03;2957;0;17262;00:25:33;00:52:58;01:23:06;01:56:11
620708;1810;267;Göteborgsvarvet 2010;M;1980;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 13:51:50;01:41:57;3016;0;3284;00:22:53;00:44:22;01:09:24;01:36:26
614665;87144;267;Göteborgsvarvet 2010;M;1982;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 15:13:26;01:57:59;11191;0;13068;00:26:33;00:53:00;01:21:07;01:52:06
612631;51562;267;Göteborgsvarvet 2010;M;1969;SWE;ÖSTERGÖTLAND;NORRKÖPING;FNS; 14:00:46;02:07:13;16584;0;20562;00:27:31;00:57:11;01:27:36;02:00:11
576488;105661;267;Göteborgsvarvet 2010;M;1956;SWE;SKÅNE;PERSTORP;FNS; 14:12:32;02:14:26;20123;0;25885;00:27:26;00:56:50;01:31:45;02:06:59
570832;96221;267;Göteborgsvarvet 2010;M;1960;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 16:00:37;01:58:36;11618;0;13612;00:27:23;00:55:33;01:23:39;01:52:39
600099;2222;267;Göteborgsvarvet 2010;F;1965;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 15:21:13;03:15:43;11095;0;38326;00:40:10;01:24:37;02:18:05;03:07:29
609212;68717;267;Göteborgsvarvet 2010;M;1964;SWE;VÄSTRA GÖTALAND;TROLLHÄTTAN;FNS; 14:13:17;02:11:01;18524;0;23408;00:28:10;00:57:08;01:30:26;02:04:19
612111;73702;267;Göteborgsvarvet 2010;F;1967;SWE;VÄSTRA GÖTALAND;TÖREBODA;FNS; 14:00:52;01:55:44;1497;0;11247;00:26:03;00:52:55;01:20:43;01:49:53
595134;118870;267;Göteborgsvarvet 2010;M;1984;SWE;JÖNKÖPING;VETLANDA;FNS; 14:02:07;02:15:33;20577;0;26585;00:27:36;00:59:29;01:33:59;02:09:30
588572;61999;267;Göteborgsvarvet 2010;F;1959;SWE;VÄSTRA GÖTALAND;TROLLHÄTTAN;FNS; 14:17:43;02:29:32;8706;0;33311;00:30:56;01:04:10;01:42:31;02:21:40
603379;241081;267;Göteborgsvarvet 2010;M;1986;SWE;VÄSTRA GÖTALAND;MÖLNDAL;FNS; 14:00:14;01:48:34;5721;0;6384;00:22:45;00:46:47;01:13:09;01:42:48
583809;202361;267;Göteborgsvarvet 2010;M;1978;SWE;STOCKHOLM;STOCKHOLM;FNS; 13:52:07;01:45:02;4174;0;4561;00:25:10;00:49:43;01:14:18;01:39:51
602077;6300;267;Göteborgsvarvet 2010;M;1961;SWE;VÄSTRA GÖTALAND;BORÅS;FNS; 15:19:28;01:57:13;10704;0;12418;00:25:13;00:52:33;01:21:22;01:51:05
583602;190504;267;Göteborgsvarvet 2010;M;1951;SWE;HALLAND;FALKENBERG;FNS; 13:50:19;01:51:03;7070;0;7967;00:25:36;00:51:42;01:18:28;01:45:34
566970;70431;267;Göteborgsvarvet 2010;M;1973;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:02:02;02:04:47;15281;0;18666;00:25:19;00:52:41;01:25:53;01:58:11
581282;105515;267;Göteborgsvarvet 2010;F;1975;SWE;HALLAND;VARBERG;FNS; 14:12:52;02:01:35;2639;0;16152;00:27:38;00:55:32;01:24:48;01:55:26
571413;103633;267;Göteborgsvarvet 2010;F;1984;SWE;VÄSTRA GÖTALAND;MÖLNDAL;FNS; 14:51:32;02:16:07;6134;0;26929;00:32:36;01:05:20;01:37:58;02:10:08
563806;247300;267;Göteborgsvarvet 2010;F;1801;;NULL;NULL;FNS; 13:44:23;01:44:09;349;0;4158;00:23:31;00:47:36;01:12:47;01:39:03
596883;171219;267;Göteborgsvarvet 2010;F;1992;SWE;VÄSTRA GÖTALAND;MÖLNDAL;FNS; 15:30:55;02:07:07;3947;0;20477;00:29:48;00:58:35;01:28:49;02:01:10
610312;56394;267;Göteborgsvarvet 2010;M;1971;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 13:30:57;01:31:13;691;0;736;00:19:10;00:39:10;01:01:11;01:26:01
579151;149383;267;Göteborgsvarvet 2010;M;1981;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:14:19;01:57:12;10697;0;12408;00:25:57;00:52:08;01:22:24;01:51:45
588315;67905;267;Göteborgsvarvet 2010;M;1955;SWE;VÄSTRA GÖTALAND;ORUST;FNS; 13:47:18;02:14:22;20101;0;25839;00:26:28;00:56:09;01:28:41;02:07:21
615391;262318;267;Göteborgsvarvet 2010;M;1963;SWE;VÄSTRA GÖTALAND;LIDKÖPING;FNS; 14:37:58;02:01:31;13478;0;16102;00:28:09;00:56:44;01:26:05;01:55:32
572460;13850;267;Göteborgsvarvet 2010;M;1971;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 16:00:18;01:59:04;11934;0;14016;00:27:12;00:55:20;01:23:39;01:53:16
585372;92857;267;Göteborgsvarvet 2010;M;1991;SWE;SKÅNE;LUND;FNS; 15:40:29;02:20:16;22298;0;29392;00:25:44;00:52:25;01:36:40;02:14:56
587260;238832;267;Göteborgsvarvet 2010;M;1971;SWE;KRONOBERG;ALVESTA;FNS; 15:07:01;02:44:48;26437;0;36732;00:38:32;01:16:58;01:56:46;02:37:11
560973;245551;267;Göteborgsvarvet 2010;M;1801;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 13:34:19;01:40:10;2520;0;2721;00:22:06;00:45:23;01:09:57;01:35:08
616508;186576;267;Göteborgsvarvet 2010;F;1964;SWE;ÖSTERGÖTLAND;LINKÖPING;FNS; 14:53:14;02:19:54;6999;0;29189;00:32:32;01:05:26;01:38:31;02:13:28
597219;39345;267;Göteborgsvarvet 2010;M;1968;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 13:40:16;01:46:11;4696;0;5156;00:24:05;00:48:56;01:14:39;01:40:57
616691;216065;267;Göteborgsvarvet 2010;F;1967;SWE;VÄSTRA GÖTALAND;MARK;FNS; 14:39:11;02:13:15;5451;0;25033;00:28:04;00:57:15;01:31:54;02:06:37
613999;156319;267;Göteborgsvarvet 2010;F;1967;SWE;STOCKHOLM;LIDINGÖ;FNS; 14:59:30;02:15:23;5968;0;26485;00:29:04;01:00:34;01:33:51;02:08:30
608282;60897;267;Göteborgsvarvet 2010;M;1965;SWE;VÄSTRA GÖTALAND;UDDEVALLA;FNS; 14:37:24;02:00:59;13155;0;15656;00:24:57;00:52:48;01:23:31;01:54:39
619508;69451;267;Göteborgsvarvet 2010;F;1970;SWE;VÄSTRA GÖTALAND;PARTILLE;FNS; 14:44:12;02:19:24;6893;0;28918;00:27:57;00:59:20;01:34:07;02:11:33
584957;126551;267;Göteborgsvarvet 2010;M;1976;SWE;HALLAND;VARBERG;FNS; 15:40:50;01:47:19;5133;0;5686;00:24:43;00:49:24;01:15:45;01:42:01
604787;7651;267;Göteborgsvarvet 2010;M;1982;SWE;ÖSTERGÖTLAND;LINKÖPING;FNS; 15:20:11;02:00:58;13138;0;15635;00:27:34;00:55:55;01:25:00;01:54:40
581715;87313;267;Göteborgsvarvet 2010;F;1978;SWE;VÄSTRA GÖTALAND;HÄRRYDA;FNS; 14:25:00;02:02:25;2816;0;16761;00:27:00;00:55:16;01:24:04;01:55:54
573601;206949;267;Göteborgsvarvet 2010;M;1968;SWE;JÖNKÖPING;JÖNKÖPING;FNS; 15:54:22;01:41:39;2935;0;3191;00:22:57;00:45:53;01:10:06;01:36:20
607318;240118;267;Göteborgsvarvet 2010;M;1968;SWE;NULL;NULL;FNS; 14:12:28;01:58:52;11803;0;13840;00:25:49;00:53:00;01:21:15;01:52:31
584506;254165;267;Göteborgsvarvet 2010;M;1979;SWE;HALLAND;VARBERG;FNS; 13:51:47;01:44:46;4058;0;4430;00:24:21;00:47:56;01:12:33;01:39:37
597052;64258;267;Göteborgsvarvet 2010;M;1980;SWE;ÖSTERGÖTLAND;LINKÖPING;FNS; 13:30:19;01:28:41;458;0;483;00:20:10;00:40:50;01:02:27;01:24:14
617869;262793;267;Göteborgsvarvet 2010;M;1966;SWE;VÄSTRA GÖTALAND;BORÅS;FNS; 14:00:29;01:52:13;7665;0;8677;00:27:50;00:55:01;01:20:52;01:47:04
577922;31181;267;Göteborgsvarvet 2010;M;1978;SWE;VÄSTRA GÖTALAND;ÅMÅL;FNS; 15:54:56;02:17:47;21430;0;27955;00:32:17;01:04:23;01:36:58;02:10:43
571460;249572;267;Göteborgsvarvet 2010;M;1985;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:52:29;01:57:32;10897;0;12668;00:25:58;00:53:34;01:22:23;01:51:59
617610;31860;267;Göteborgsvarvet 2010;F;1983;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:30:27;02:06:28;3803;0;20000;00:26:19;00:55:43;01:27:19;01:59:58
578483;252206;267;Göteborgsvarvet 2010;M;1982;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:39:35;02:06:02;15966;0;19664;00:26:50;00:53:57;01:26:13;01:59:03
601448;54071;267;Göteborgsvarvet 2010;F;1977;SWE;KRONOBERG;LJUNGBY;FNS; 15:12:25;02:01:50;2685;0;16332;00:26:30;00:54:54;01:23:55;01:55:34
571281;189549;267;Göteborgsvarvet 2010;F;1988;SWE;VÄSTRA GÖTALAND;LIDKÖPING;FNS; 16:00:18;02:19:51;6989;0;29168;00:30:54;01:02:46;01:36:48;02:12:35
589377;210662;267;Göteborgsvarvet 2010;M;1966;SWE;SKÅNE;MALMÖ;FNS; 14:38:32;02:01:26;13435;0;16031;00:28:42;00:57:06;01:25:51;01:55:14
608937;179959;267;Göteborgsvarvet 2010;M;1967;SWE;VÄSTRA GÖTALAND;MÖLNDAL;FNS; 14:37:47;02:05:36;15733;0;19333;00:29:20;00:59:20;01:30:04;02:00:02
573346;186415;267;Göteborgsvarvet 2010;F;1974;SWE;STOCKHOLM;STOCKHOLM;FNS; 15:54:26;01:44:52;379;0;4485;00:23:26;00:47:39;01:12:53;01:39:30
604528;74068;267;Göteborgsvarvet 2010;M;1990;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 15:20:17;02:04:15;14959;0;18206;00:28:01;00:56:23;01:27:20;01:58:12
570343;34464;267;Göteborgsvarvet 2010;M;1982;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:58:37;02:42:44;26283;0;36430;00:34:03;01:12:20;01:52:10;02:34:15
593183;46052;267;Göteborgsvarvet 2010;M;1968;SWE;VÄSTRA GÖTALAND;MÖLNDAL;FNS; 14:12:35;01:58:01;11217;0;13098;00:26:16;00:53:14;01:22:33;01:52:27
604060;158537;267;Göteborgsvarvet 2010;M;1976;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 13:51:10;01:43:26;3531;0;3848;00:23:13;00:46:36;01:10:59;01:38:05
598973;58672;267;Göteborgsvarvet 2010;M;1944;SWE;STOCKHOLM;HANINGE;FNS; 15:07:28;03:03:59;27099;0;38070;00:37:01;01:18:04;02:04:33;02:54:33
578008;237456;267;Göteborgsvarvet 2010;F;1977;SWE;STOCKHOLM;JÄRFÄLLA;FNS; 15:55:26;02:36:01;9544;0;35153;00:35:39;01:11:09;01:47:59;02:27:41
570568;249254;267;Göteborgsvarvet 2010;F;1986;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 16:00:51;02:10:52;4858;0;23313;00:29:32;01:00:02;01:31:12;02:03:50
585471;107381;267;Göteborgsvarvet 2010;M;1982;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 15:40:34;02:05:50;15862;0;19521;00:26:35;00:54:57;01:25:26;01:59:28
556335;50290;267;Göteborgsvarvet 2010;M;1973;SWE;VÄSTRA GÖTALAND;ALINGSÅS;FNS; 13:55:14;01:48:41;5793;0;6463;00:23:20;00:48:06;01:14:03;01:42:31
570644;90792;267;Göteborgsvarvet 2010;F;1986;SWE;VÄSTRA GÖTALAND;VÅRGÅRDA;FNS; 16:01:05;02:07:48;4118;0;21001;00:28:38;00:57:18;01:27:30;02:01:09
573241;3052;267;Göteborgsvarvet 2010;M;1982;SWE;STOCKHOLM;STOCKHOLM;FNS; 13:52:06;01:44:40;4020;0;4390;00:25:20;00:50:46;01:15:31;01:39:46
589397;141312;267;Göteborgsvarvet 2010;M;1969;SWE;HALLAND;HALMSTAD;FNS; 15:42:04;02:11:06;18554;0;23460;00:31:39;01:02:25;01:33:02;02:05:19
602827;68635;267;Göteborgsvarvet 2010;M;1979;SWE;KRONOBERG;VÄXJÖ;FNS; 15:21:10;02:24:56;23583;0;31544;00:34:00;01:07:21;01:40:50;02:16:53
601602;194999;267;Göteborgsvarvet 2010;M;1971;SWE;HALLAND;HALMSTAD;FNS; 15:19:52;02:14:03;19952;0;25607;00:26:26;00:55:17;01:31:11;02:06:56
586876;210515;267;Göteborgsvarvet 2010;M;1971;SWE;VÄSTRA GÖTALAND;LERUM;FNS; 15:41:14;02:11:07;18569;0;23484;00:29:41;01:03:33;01:32:00;02:05:14
616366;51124;267;Göteborgsvarvet 2010;M;1967;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:00:18;01:57:48;11077;0;12916;00:24:40;00:54:16;01:22:39;01:52:26
608005;197600;267;Göteborgsvarvet 2010;M;1971;SWE;VÄSTRA GÖTALAND;MÖLNDAL;FNS; 14:38:27;01:56:09;10002;0;11548;00:25:39;00:50:52;01:18:33;01:49:15
579690;26795;267;Göteborgsvarvet 2010;F;1972;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:44:24;02:20:35;7157;0;29545;00:30:56;01:05:00;01:38:54;02:13:58
574783;36675;267;Göteborgsvarvet 2010;M;1946;SWE;VÄSTRA GÖTALAND;ÖCKERÖ;FNS; 13:55:20;02:24:01;23299;0;31092;00:28:14;01:01:53;01:37:52;02:16:32
577428;153133;267;Göteborgsvarvet 2010;M;1972;SWE;NULL;NULL;FNS; 13:56:46;01:58:08;11296;0;13201;00:26:55;00:53:14;01:21:25;01:52:45
610520;220858;267;Göteborgsvarvet 2010;F;1972;SWE;VÄSTRA GÖTALAND;SKÖVDE;FNS; 15:06:30;02:14:24;5760;0;25878;00:31:42;01:02:33;01:34:21;02:07:44
585886;254553;267;Göteborgsvarvet 2010;M;1987;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:13:50;02:22:50;22997;0;30574;00:27:24;00:58:04;01:36:04;02:15:13
572074;101073;267;Göteborgsvarvet 2010;M;1956;SWE;VÄSTRA GÖTALAND;LILLA EDET;FNS; 16:00:10;01:54:38;9027;0;10351;00:25:03;00:51:44;01:19:33;01:48:44
592769;218480;267;Göteborgsvarvet 2010;F;1975;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:59:11;02:25:21;8039;0;31719;00:33:05;01:06:35;01:42:28;02:18:36
591948;158525;267;Göteborgsvarvet 2010;F;1963;SWE;UPPSALA;UPPSALA;FNS; 15:34:32;02:17:47;6525;0;27953;00:32:32;01:03:36;01:36:08;02:11:15
604493;260113;267;Göteborgsvarvet 2010;M;1968;SWE;NULL;NULL;FNS; 15:20:26;02:26:53;24043;0;32335;00:35:18;01:09:56;01:45:07;02:20:00
581547;138149;267;Göteborgsvarvet 2010;M;1985;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 13:34:27;01:39:21;2269;0;2446;00:22:49;00:45:33;01:08:56;01:33:58
610128;115850;267;Göteborgsvarvet 2010;F;1984;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 15:06:11;02:33:25;9232;0;34479;00:35:07;01:11:16;01:48:38;02:26:56
565214;247707;267;Göteborgsvarvet 2010;F;1956;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:13:37;02:46:42;10422;0;36979;00:34:52;01:15:01;01:57:24;02:38:37
596294;257781;267;Göteborgsvarvet 2010;M;1975;NOR;NULL;NULL;FNS; 13:56:35;02:03:30;14546;0;17608;00:27:13;00:55:46;01:25:44;01:56:54
587732;187413;267;Göteborgsvarvet 2010;M;1964;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:00:33;01:53:53;8579;0;9807;00:26:50;00:53:07;01:19:35;01:48:09
580416;252873;267;Göteborgsvarvet 2010;F;1983;FIN;NULL;NULL;FNS; 15:48:33;02:04:33;3312;0;18432;00:29:30;00:58:49;01:28:43;01:59:03
613129;111867;267;Göteborgsvarvet 2010;M;1975;SWE;VÄSTRA GÖTALAND;MÖLNDAL;FNS; 14:44:19;02:13:34;19723;0;25258;00:27:56;00:58:24;01:32:12;02:06:48
573096;50849;267;Göteborgsvarvet 2010;M;1978;SWE;VÄSTRA GÖTALAND;MÖLNDAL;FNS;;02:01:50;13641;0;16325;NULL;NULL;NULL;NULL
561645;245959;267;Göteborgsvarvet 2010;M;1801;DNK;NULL;NULL;FNS; 14:31:38;02:04:17;14978;0;18235;00:29:06;00:57:37;01:26:44;01:57:54
605320;180623;267;Göteborgsvarvet 2010;F;1964;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:17:48;02:37:09;9652;0;35393;00:31:56;01:08:50;01:47:46;02:30:03
572678;38539;267;Göteborgsvarvet 2010;M;1992;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 16:01:12;01:55:35;9628;0;11100;00:29:01;00:56:14;01:23:06;NULL
578727;252287;267;Göteborgsvarvet 2010;M;1963;SWE;SKÅNE;HÄSSLEHOLM;FNS; 15:47:36;02:40:37;26111;0;36090;00:36:39;01:16:27;01:55:58;02:33:47
616377;225022;267;Göteborgsvarvet 2010;M;1949;SWE;HALLAND;KUNGSBACKA;FNS; 14:44:28;02:18:43;21785;0;28507;00:29:51;01:00:39;01:35:09;02:11:46
576973;126262;267;Göteborgsvarvet 2010;M;1970;SWE;SKÅNE;KRISTIANSTAD;FNS; 15:54:55;02:21:13;22566;0;29845;00:27:49;00:58:56;01:33:16;02:13:05
586246;129160;267;Göteborgsvarvet 2010;M;1973;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 13:51:42;01:55:23;9512;0;10949;00:24:08;00:50:11;01:21:35;01:49:47
560324;68783;267;Göteborgsvarvet 2010;M;1962;SWE;STOCKHOLM;STOCKHOLM;FNS; 13:55:57;02:37:08;25738;0;35382;00:34:09;01:11:06;01:50:03;02:29:48
574420;176240;267;Göteborgsvarvet 2010;F;1954;SWE;VÄSTRA GÖTALAND;STRÖMSTAD;FNS; 14:51:32;02:13:40;5556;0;25329;00:28:07;00:57:55;01:30:10;02:05:11
610752;235645;267;Göteborgsvarvet 2010;M;1977;SWE;ÖREBRO;ÖREBRO;FNS; 14:01:53;01:55:03;9301;0;10681;00:26:31;00:52:28;01:19:31;01:48:44
613822;18925;267;Göteborgsvarvet 2010;M;1969;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 14:02:31;01:55:23;9515;0;10953;00:26:47;00:54:13;01:21:39;01:49:48
561437;245782;267;Göteborgsvarvet 2010;F;1801;DNK;NULL;NULL;FNS; 14:32:07;02:26:12;8174;0;32065;00:32:56;01:06:07;01:40:59;02:18:32
586194;69087;267;Göteborgsvarvet 2010;M;1966;SWE;VÄSTRA GÖTALAND;KUNGÄLV;FNS; 13:33:37;01:42:55;3338;0;3632;00:22:41;00:46:31;01:11:07;01:37:38
584278;236422;267;Göteborgsvarvet 2010;M;1963;SWE;VÄSTRA GÖTALAND;LIDKÖPING;FNS; 14:25:53;02:13:24;19639;0;25128;00:27:42;00:56:55;01:29:18;02:06:04
570487;178973;267;Göteborgsvarvet 2010;M;1949;SWE;NULL;NULL;FNS; 16:01:17;02:11:19;18663;0;23629;00:29:10;01:00:19;01:31:36;02:04:35
592411;256613;267;Göteborgsvarvet 2010;M;1947;SWE;VÄSTMANLAND;VÄSTERÅS;FNS; 14:51:26;02:19:47;22153;0;29128;00:30:09;01:01:28;01:36:07;02:12:33
605524;242361;267;Göteborgsvarvet 2010;M;1969;SWE;ÖSTERGÖTLAND;LINKÖPING;FNS; 15:19:42;02:16:14;20843;0;27016;00:29:15;00:59:58;01:34:01;02:08:59
608692;74402;267;Göteborgsvarvet 2010;M;1969;SWE;VÄSTRA GÖTALAND;GÖTEBORG;FNS; 13:33:33;01:36:18;1530;0;1639;00:21:10;00:42:37;01:05:32;01:30:54
556506;243735;267;Göteborgsvarvet 2010;M;1801;DNK;NULL;NULL;FNS; 14:30:26;02:03:13;14399;0;17409;00:26:50;00:57:03;01:27:19;01:57:39
583169;53258;267;Göteborgsvarvet 2010;M;1965;SWE;VÄSTRA GÖTALAND;MÖLNDAL;FNS; 15:50:56;02:07:12;16580;0;20557;00:25:43;00:57:39;01:31:01;02:01:22
612228;2052;267;Göteborgsvarvet 2010;M;1974;SWE;KRONOBERG;VÄXJÖ;FNS; 13:39:18;01:48:02;5472;0;6088;00:23:39;00:48:10;01:13:44;01:42:22
